sourceId,start,end
19,15678821,15697185
19,43703493,43756225
20,1578951,1593837
22,23019959,23223233
22,24350518,24396802
X,76195982,76357623
X,88805597,89035799
X,90853124,91313739
X,91803135,92021247
X,92135061,92243399
1,61724,718651
1,16777680,17082579
1,17089338,17114700
1,17177034,17276229
1,65390094,65410273
1,72760845,72811904
1,106013365,106029078
1,144832256,145290292
1,152555695,152586582
1,152757691,152768247
1,155189149,155201064
1,196738612,196749809
1,196823306,196892946
1,248749183,248797201
2,25530029,25633409
2,27804115,27919153
2,34691070,34737045
2,52754457,52781530
2,89133113,89995025
2,90121404,90211593
2,91773333,91828661
2,98108993,98190137
2,166117861,166243837
2,184595728,184609810
2,188401994,188460512
2,189179248,189202876
2,235091546,235110179
3,11020915,11036697
3,62556869,62587499
3,64038817,64098754
3,98796342,98814248
3,148912997,148974301
3,173849081,173961023
4,4134989,4186049
4,9370691,9435322
4,9446036,9501382
4,10214161,10235256
4,34770295,34795460
4,55641491,55664003
4,60098644,60127633
4,62319042,62462234
4,62609117,62686944
4,64697458,64708246
4,65451607,65515459
4,69371992,69540013
4,70127633,70229422
4,77782349,77800625
4,93053705,93124994
4,93395510,93643824
4,96073870,96111286
4,120895720,120981638
4,129367179,129418973
4,139265553,139285676
4,140049093,140117588
4,164275856,164298239
4,165553330,165609351
4,189221413,189232359
5,800675,825641
5,12800878,12833857
5,18447396,18479166
5,18734755,18868973
5,46172360,46199423
5,46209288,46334867
5,79351545,79396743
5,82338007,82354554
5,84072825,84127662
5,125385127,125409725
5,147040078,147062458
5,147265594,147400410
5,150205489,150224083
5,179065643,179096306
5,180181401,180195862
6,32429595,32518757
6,33456095,33482843
6,42040292,42155489
6,53931056,53942914
6,94353066,94461185
6,94998832,95038503
6,103737965,103762049
6,107424251,107485656
6,109954108,109990987
6,156088459,156103246
7,5878501,5928736
7,13984859,13995524
7,64901853,65069489
7,76143626,76607295
7,92419845,92480425
7,109437081,109453791
7,131557369,131584453
7,141770498,141820589
7,142476708,142486480
8,7334998,7832042
8,7935844,8009192
8,11877196,12162770
8,12260916,12420170
8,49905381,49941703
8,51032028,51044524
8,72565253,72595641
9,6652733,6670448
9,19449159,19494098
9,43700867,44273229
9,44727848,44855725
9,131185962,132690613
10,72798,117527
10,47058781,47077946
10,47685592,47960070
10,61743190,61762822
10,62076837,62104776
10,67308580,67326054
10,95086273,95136246
10,114415537,114468464
10,114594454,114629443
10,117957131,117980452
10,127472290,127518538
10,133647133,133658703
10,135194891,135243105
11,98897290,98930472
11,100822615,100850073
11,111736456,111786923
11,118331476,118355769
11,125788986,125810571
12,150431,203640
12,8520545,8584660
12,11511566,11552590
12,31278032,31407111
12,34464458,34512767
12,49025473,49065538
12,50659636,50707273
12,79804809,79858768
12,85179289,85236981
12,91427971,91444892
13,38072025,38084745
13,44700184,44734696
13,55038097,55080781
13,55691371,55771923
13,56224813,56426203
13,57758615,57778368
13,68354280,68365830
13,82071495,82085194
14,19801744,20422583
14,41615109,41657337
14,106199365,106291201
14,106342306,106693466
14,106896604,106934536
15,20556431,20586945
15,21129984,22673387
15,83083421,83204498
15,88981480,88998547
16,10920440,10931623
16,20512770,20532642
16,21786730,21997551
16,54445329,54456932
16,70119742,70281766
16,80657409,80672704
17,18365934,18465209
17,28860581,29000582
17,34443801,34629684
17,37820993,37862000
17,44219556,44264069
17,50246998,50258854
17,54160903,54176392
17,69271629,69287361
18,40881067,40903331
18,49543078,49570773
18,57922100,57942840
18,69577294,69590392
19,23608469,23646121
19,35849482,35861158
19,43703493,43756225
19,56297254,56307723
20,1561569,1582195
20,15972730,15990784
20,41720929,41736904
20,46620932,46640088
20,54470325,54499138
21,10736860,10940630
22,22749534,22785308
22,23019959,23223233
X,76195982,76357623
X,88818514,89067333
X,91158913,91314729
X,92190867,92243399
X,123447017,123632228
1,61724,356530
1,17177034,17262235
1,72768487,72811136
1,152555695,152586226
1,196738612,196816718
2,24601461,24611715
2,34699316,34737045
2,89133113,89501226
2,188178090,188541988
3,46801806,46849577
3,62479554,62544840
3,65189224,65199690
3,162513138,162625983
4,10214161,10230785
4,70123499,70228644
5,717368,761113
5,9901953,9922903
5,97048467,97099672
5,114706444,114721081
5,180378877,180418091
6,32454512,32497194
6,77439869,77452804
6,78969054,79039234
7,127928442,127963077
7,141693570,141711905
8,7170478,7226424
8,39235592,39386953
9,44243423,44837515
10,47096231,47743504
10,135242874,135373435
11,55374021,55442306
12,52120264,52175292
13,111760299,111904335
14,106197116,106567088
14,106709586,106740762
15,19109353,19548923
15,56790828,56800965
17,18313819,18453425
17,44458483,44738320
17,50507394,50666045
19,20598432,20716377
19,48649284,48728349
20,1561642,1598094
22,23004376,23223233
22,24283005,24344410
22,24368345,24396802
22,39363608,39375295
X,76183575,76357623
X,88269950,88408734
X,88805597,89017371
X,92190867,92243399
Y,10387166,10428677
1,61724,356530
1,16844921,17262235
1,63564133,63603451
1,72749849,72822824
1,112695675,112706137
1,149041711,149229831
1,149242652,149254920
1,152555177,152586582
1,196738612,196801430
2,857432,944415
2,34699316,34737045
2,89133113,89545331
2,177107093,177188182
2,188431824,188453801
4,10214161,10230785
4,64697458,64708246
4,70134669,70229422
4,115171583,115182163
4,172367776,172377921
5,32109578,32158443
5,121427231,121535638
5,146272514,146411126
5,180380192,180418091
6,29871637,29908469
6,45225762,45285884
6,52623509,52662694
6,78979260,79039234
6,103737965,103762049
7,9128803,9233055
7,11733427,11773517
7,139285352,139301891
7,141693570,141715776
7,157730274,157803711
8,7371467,7646315
8,12232270,12281109
8,39230172,39370462
9,44396688,44855725
9,131425765,131557953
11,27577771,27698374
11,61022156,61057053
11,133298608,133402456
11,133635399,133714672
12,8012468,8130958
12,102294265,102313365
13,38129899,38151202
13,70742317,70772883
14,106246291,106530352
14,106530676,106567088
14,106569452,106751272
16,6314936,6419430
16,21534305,21593622
16,22558300,22704520
16,34486861,34757071
16,78372429,78384989
18,33428737,33450575
18,47427159,47445012
18,68833268,68853265
20,29835038,31663816
20,59569026,59590189
21,10736860,11069428
22,21607073,21845282
22,23058930,23223233
22,24329712,24396802
X,68007798,68096095
X,95324390,95399391
X,107834032,107949359
X,111879040,112081505
X,132783549,132882904
X,136694502,136728050
1,61724,356530
1,16871267,17262235
1,72749849,72811904
1,81845965,81893618
1,112695675,112706128
1,149041867,149152390
1,152555177,152586226
1,196738612,196802060
2,34701614,34737045
2,89133113,89545331
3,62482553,62532618
4,10210391,10229296
4,64697458,64708246
4,70130809,70231787
5,12800878,12824411
5,32122597,32158443
5,180378877,180418091
6,29871637,29908469
6,52623509,52662694
6,78971770,79039234
6,103737965,103762049
7,90291,130363
7,9128803,9227840
7,141693570,141715776
7,157732405,157803711
8,12034296,12311626
8,39235592,39389112
9,44396688,44855725
9,131421452,131557953
11,61022156,61053920
12,8004414,8698954
13,70736065,70772883
14,19844096,20374645
14,106197116,106526954
14,106541742,106569451
14,106574549,106706125
16,19947135,19965863
16,21534305,21593622
16,22587454,22704520
16,34536352,34755554
16,78372429,78384989
19,6975999,6987786
19,35849482,35861836
20,29835038,31666311
20,59569026,59590189
22,16206200,16425814
22,22729135,22794082
22,23040139,23223233
22,24344411,24396802
X,111879040,112121136
1,17182426,17259308
1,25596394,25646974
1,72760845,72811904
1,110224373,110253130
1,112696182,112706186
1,148947699,149190306
1,152555177,152586582
2,18905364,19013114
2,89133113,89545331
3,75449603,75613162
3,162490483,162623885
4,10214161,10234995
4,69294788,69489323
4,70127633,70231787
4,183335941,183368613
6,67008263,67033803
6,77439869,77452804
6,78969054,79035173
6,103737965,103762049
7,133785166,133798546
7,141693570,141715776
7,142156283,142185094
7,143896241,144027564
8,12232270,12247474
9,44396688,44837515
9,140255631,140290834
10,46989081,47392320
11,18940082,18961166
12,8004414,8130958
12,9633859,9713662
13,57763136,57778368
14,106197116,106639463
15,20216944,20574146
15,18845991,19422452
15,22317501,22588019
15,43893073,43938288
15,92880502,93078961
15,100884600,100948845
16,86555874,86569358
17,18319851,18474634
17,44458483,44738320
19,43294379,43537378
20,1561642,1593837
20,59569026,59590045
22,23017542,23223233
22,39363608,39389739
X,88271816,88392926
X,88805597,89017371
X,89707253,89805843
X,91158913,91262359
X,92177360,92243399
1,61724,768781
1,17022270,17262235
1,25595936,25673142
1,72771132,72811136
1,111377355,111388214
1,144832256,144986985
1,149067138,149259404
1,152555177,152586226
1,152754631,152773905
1,196738612,196749849
1,232670115,232750354
2,30614453,30631693
2,34699316,34737045
2,52754457,52781283
2,55330302,55357315
2,87373882,88024655
2,89133620,89497676
2,242915455,243023881
3,45245745,45291959
3,152726147,152801228
3,166100824,166378003
3,191174945,191199060
4,10214161,10231486
4,17166074,17210786
4,34778849,34818758
4,64697458,64708246
4,69472867,69505103
4,78260270,78274908
4,93506318,93553282
4,121609701,121643418
4,133269153,133301939
4,139223368,139260411
5,743839,788048
5,39773896,39786324
5,56420356,56453407
5,141110908,141139666
6,62112601,62240860
6,78969054,79035173
6,95452253,95533326
7,3395068,3415067
7,4499518,4518152
7,142156283,142179742
7,143909224,144033839
7,154386020,154401017
8,6083351,6094440
8,12232270,12247474
8,25009034,25048873
8,36045311,36087964
8,39235592,39384112
8,47651958,47679168
8,61674502,61704083
8,65760198,65773694
8,66468429,66621287
9,5084215,5106788
9,43505841,43800174
9,44396688,46390902
9,105246683,105284462
9,113247605,113267399
9,126967783,126991185
10,47047588,47059809
10,81561459,81656766
11,4256118,4307408
11,5783384,5812348
11,5816175,5828900
11,54857911,54965596
12,9637898,9735686
12,12415698,12439062
13,19045629,19207102
13,28663112,28686649
13,38072025,38084745
13,48203946,48230849
13,95987359,95999182
13,99126304,99141272
13,103368513,103387546
14,28134149,28154554
14,39135575,39171670
14,56861582,56881495
14,73378396,73414647
14,98302344,98321179
14,105366500,105382228
14,106194466,106747087
14,106872051,106918096
15,20941066,20992233
15,19406831,20089383
15,34551911,34573595
15,44116905,44146810
15,44507404,44530628
15,51803437,51825225
15,56791613,56821416
16,25185156,25210267
16,57311813,57355946
17,9379552,9416472
17,44458483,44738320
17,59984810,60018838
18,67536122,67548815
19,5734163,5763533
19,6338371,6404507
19,12296285,12333758
19,15082897,15109202
19,15308069,15325735
19,15426427,15439561
19,15643591,15701741
19,19710109,19740729
19,23387789,23416567
19,39459378,39524824
19,43691319,43753498
19,51327711,51355650
20,1560776,1590245
20,5569823,5677793
21,10736860,10988423
21,23682235,23694082
21,25900322,25910760
21,29919064,29940627
21,34738463,34756538
21,48077217,48096945
22,21607073,21845282
22,23002700,23223233
X,27497313,27509328
X,62392071,62464200
X,76195982,76357623
X,98650694,98740631
X,117051477,117083507
X,138142795,138157909
X,138853908,138937872
1,61724,229607
1,17082580,17258127
1,72768487,72811136
1,144036738,144957815
1,149036513,149254920
1,152555756,152586582
1,232541848,232750354
2,607567,624678
2,34699316,34737045
2,52754457,52781530
2,87373882,87496048
2,87549039,88024655
2,89133113,89545331
2,90121340,90195665
2,118397590,118438080
2,196484193,196509576
2,230770623,230820612
2,242915455,243026246
3,45243931,45291959
3,62484588,62506378
3,68732017,68747231
3,77551316,77616575
3,129775847,129806912
3,138547926,138622046
3,152759724,152801228
3,162528619,162540478
3,166056402,166369144
4,12270,62114
4,10214161,10231486
4,34786489,34816059
4,64697458,64725504
4,69078508,69578084
4,122273632,122285135
5,15521,164193
5,21338794,21377841
5,56386178,56454947
5,134830724,134858048
6,61886429,61989267
6,62112601,62240985
6,78969054,79041797
6,95452253,95533326
7,4501763,4518152
7,19677536,19704451
7,26859300,26871953
7,61875419,62124062
7,131144058,131174703
7,141760831,141789965
7,142476708,142486480
7,143927796,144066935
8,1974488,2001755
8,10667766,10688997
8,12233629,12247474
8,39235592,39386953
8,61674502,61745636
8,70910974,70954822
8,120968454,121058766
8,140524277,140565579
9,19161146,19171247
9,31980999,32006580
9,44396688,44875930
9,128635670,128711455
10,5709289,5766165
10,73308409,73339978
10,81513178,81588023
10,93021045,93042508
10,135287265,135328692
11,5787394,5809127
11,18224502,18245602
11,50417550,51282897
11,54857911,54978384
11,120904894,120941805
11,124868194,124894556
12,9637898,9734958
12,11511566,11526289
12,34749222,34796116
12,37929228,38072474
12,114459204,114611983
13,38072025,38084745
13,95987359,96014328
14,35063262,35155982
14,71646968,71661456
14,95165390,95176137
14,101384626,101464984
14,106246291,106750868
14,106756847,106918096
15,22301995,22588019
15,23063953,23078746
15,56350996,56365023
16,65454760,65482887
16,78372429,78384989
17,21831308,21855577
17,44458483,44738320
18,9918026,9961206
18,35169261,35224338
18,63700275,63721579
18,64950110,64967253
19,6318202,6356508
19,6727293,6766594
19,43703022,43756225
20,1560988,1590245
20,5658089,5677793
20,5737028,5774759
20,34369046,34428483
20,52127032,52151185
20,52311834,52323817
21,10736860,11010374
21,35641701,35652300
21,46508500,46615340
22,21462572,21845282
22,23002700,23223233
X,121220361,121316491
1,16851503,16970444
1,17017519,17045749
1,72768487,72811904
1,111375555,111388214
2,89133113,89501226
3,31409913,31420806
3,65189224,65199690
4,34786489,34821328
4,69371992,69447676
5,7239336,7263606
5,7414147,7470781
6,32449524,32527272
6,77439869,77461073
6,103737965,103762049
7,62181099,62720204
7,70321340,70370858
7,115514681,115528736
7,131137674,131183767
7,142476708,142486480
8,8107755,8145999
8,135026133,135036616
9,44727848,44855725
10,61791040,61865703
11,5789590,5802900
11,55376012,55442306
12,11511566,11543374
13,38072025,38084745
14,20105480,20423360
14,63503651,63808684
14,66005152,66412446
14,106246291,106610978
14,106783033,106821724
14,106903032,106918637
15,20935077,22212114
15,76878363,76895332
16,19945639,19967350
16,32395608,32634752
16,33367924,33811489
16,78372429,78384989
17,54160903,54172591
19,20603319,20716377
19,43703022,43756225
20,1561569,1593837
21,10736860,10940630
22,23058930,23223233
1,16871267,16965777
1,72768487,72811136
1,110221716,110242941
1,112695675,112706206
1,196738612,196749849
2,65205367,65221184
2,89133113,89583895
2,90121340,90211593
3,65188454,65199690
3,195456890,195474751
4,12270,65966
4,9451336,9509875
4,10214161,10240663
4,34786489,34821328
4,69375337,69426476
5,15521,71316
5,800675,820024
5,7187279,7252807
5,7414147,7470781
5,106353725,106394251
5,147155392,147189805
6,32449524,32509271
6,77439869,77452804
6,103737965,103762049
7,62049419,62520907
7,62577771,62706404
7,70321340,70358327
7,109441201,109453898
7,141693570,141715776
7,142156283,142178248
8,6940603,7832042
8,7966178,8145999
8,12260916,12585825
8,24971630,24984333
8,83275890,83317534
8,135026133,135036616
9,44727848,44855725
11,5789590,5808364
11,55376623,55442306
12,2814394,2854933
12,8529381,8584660
12,11511566,11543374
12,77212334,77244657
12,99986122,100017772
14,20210986,20423360
14,47755606,47778210
14,63503651,63808684
14,66005152,66409433
14,106197116,106653713
14,106783033,106821724
15,20935077,22212114
16,19945639,19967350
16,32395608,32643362
16,33404129,33827050
16,78372429,78384989
17,34446916,34629684
18,66742265,66753314
19,20603319,20716377
19,43713723,43756225
20,1572124,1593837
21,10736860,10940630
22,23058930,23223233
22,42899429,42934450
X,16114773,16183665
X,113564468,113581964
1,61724,98590
1,17100219,17262235
1,25595936,25663298
1,72740074,72798598
1,110221716,110240166
1,148916178,149436830
1,152555177,152586582
2,52754457,52781530
2,89133113,89545331
2,90011127,90121352
2,90134268,91622003
2,188279454,188370232
3,37972795,37986916
3,87656655,87682175
3,129786728,129806912
3,194606641,194634576
3,197845205,197896005
4,10223617,10236142
4,64697458,64708246
4,93107485,93272452
5,2044118,2059311
6,32454512,32509271
6,103737965,103762049
7,9549167,9575717
7,142476708,142486480
8,83294782,83317534
10,68077581,68109326
10,132174978,132191520
11,4968118,4991090
12,9637898,9713662
13,90294525,90314693
14,103067669,103096986
14,106246291,106740762
14,106893262,106918096
15,20935077,22210804
16,15049874,15087165
16,34479682,34691463
16,55798751,55821957
17,44224534,44237068
19,43255206,43368923
19,52270088,52614747
20,14781685,14823893
22,22698553,22794082
22,23058930,23223233
22,24337296,24396802
X,466995,487768
X,76245525,76380185
X,88295779,88642096
X,88805597,88843925
X,89546130,89668665
X,91158913,91222067
X,91803135,92010345
X,92190867,92243399
Y,25442587,25617805
1,61724,86329
1,12852749,13159071
1,72768905,72808756
1,149040067,149676305
1,152555177,152586582
2,914016,987604
2,52754457,52781530
2,89133113,89461034
2,90042861,90121352
2,90135874,90267091
3,62482553,62512846
3,68720456,68747401
3,197845205,197896005
4,10214161,10234995
5,2044118,2063667
6,32456672,32527272
6,103737965,103762049
7,9549167,9582615
7,142476708,142486480
8,1986579,2005346
8,10662556,10674467
10,68077765,68107496
11,4968118,4992501
12,9637898,9734958
13,28512071,28558668
14,73995763,74031492
14,106197116,106751272
15,19103565,19548923
16,15048757,15077468
16,33850075,33978846
16,34538447,34692754
16,55784431,55821957
17,39418361,39430438
17,44213205,44267863
19,52284672,52621644
20,14781685,14823893
22,23046124,23259859
22,24337296,24396802
X,88272288,88387783
X,88477824,88714414
X,89699003,89738831
X,92190299,92243399
Y,25477006,25604393
1,61724,86329
1,13665641,13776816
1,15789298,15806780
1,16851503,17262235
1,72749849,72811136
1,149036513,149254920
1,152555695,152586582
1,232688981,232756026
1,248732034,248810646
2,34699316,34737045
2,89133113,89583895
2,90121340,90134267
2,188224058,188518244
3,62212068,62662853
3,65189224,65210440
3,195383131,195446910
4,10214161,10235256
4,64697458,64725504
4,93113275,94193881
5,717368,809794
5,82833146,82902032
5,146691538,146764543
