sourceId,start,end
1,658224,661619
1,658224,661619
1,658224,661619
1,658224,661619
1,658224,660382
1,658226,661619
1,658226,661619
1,658231,661619
1,658231,661619
1,658236,661619
1,661630,665978
1,661630,668590
1,661630,702417
1,661630,702417
1,661630,702417
1,661630,702417
1,661630,702417
1,661630,696836
1,661630,665035
1,661630,665035
1,661630,665034
1,661630,665035
1,661630,665035
1,661630,665035
1,661630,665035
1,661630,665035
1,661630,665035
1,661630,665035
1,661630,665035
1,661630,663791
1,661632,665035
1,661632,665035
1,661644,665035
1,665046,702417
1,665046,741471
1,665046,709133
1,665046,703964
1,665046,700515
1,665046,700132
1,665046,689461
1,665046,677370
1,665048,709148
1,665048,689757
1,665053,693472
1,665053,674041
1,666189,685287
1,666189,677003
1,666189,677003
1,680054,702417
1,685290,687562
1,695065,703964
1,701275,702417
1,701364,708088
1,706193,709149
1,706193,708740
1,706193,708740
1,706193,708740
1,716910,742535
1,730227,742535
1,742611,746643
1,748903,754654
1,752913,754654
1,754655,792378
1,792436,794789
1,792436,794789
1,792436,794789
1,792436,794789
1,792436,794789
1,792436,794789
1,792436,794237
1,792436,794789
1,792436,794789
1,792438,794789
1,792564,794789
1,792638,794746
1,792972,794789
1,792972,794789
1,792972,794789
1,792972,794789
1,792972,794789
1,792972,794789
1,792973,794789
1,793230,794706
1,794786,797750
1,795436,797750
1,795437,797750
1,795437,797750
1,795437,797750
1,795437,797747
1,795499,797747
1,798123,806587
1,798324,804634
1,798324,802427
1,798327,812660
1,798327,800000
1,798329,812652
1,798329,812652
1,798460,812660
1,804670,816176
1,807225,812660
1,812667,814872
1,816177,823944
1,816177,823944
1,816177,823944
1,816177,823944
1,816177,823944
1,882137,885800
1,882137,885404
1,1001108,1002898
1,1002904,1004668
1,1369758,1374173
1,1389323,1421585
1,1421676,1427276
1,1429766,1460068
1,1432612,1434662
1,1457204,1459384
1,1557700,1574334
1,1576553,1586332
1,1588126,1599052
1,1607166,1620882
1,1620916,1637560
1,1642762,1652235
1,1654495,1661884
1,1661942,1673492
1,2469725,2471987
1,2472669,2475343
1,2488932,2491592
1,2497903,2499885
1,2573309,2588118
1,2573309,2583502
1,2573335,2586560
1,2573336,2587446
1,2573336,2586008
1,2573346,2585677
1,2573382,2589032
1,2576247,2587542
1,2579711,2588939
1,2583503,2592734
1,2585706,2598040
1,2586017,2598893
1,2586578,2600449
1,2587462,2601297
1,2587565,2598943
1,2588119,2601124
1,2588943,2600941
1,2589075,2602039
1,2602039,2603483
1,2603484,2605009
1,2605773,2612258
1,2613201,2622977
1,2621521,2622697
1,2621879,2624080
1,2622439,2624023
1,2622769,2623943
1,2675149,2677560
1,2675551,2679304
1,2677850,2679442
1,2679305,2683659
1,4003119,4005143
1,5637529,5639887
1,5637537,5639887
1,5651599,5656432
1,6167676,6169465
1,6167676,6169465
1,6167677,6169465
1,6167677,6169465
1,6410308,6442064
1,8593039,8596923
1,8595466,8608220
1,8595466,8608220
1,8599219,8608220
1,8636354,8642376
1,8636355,8638299
1,8636355,8638299
1,8875848,8877237
1,8876053,8877255
1,8876054,8877254
1,8876054,8877261
1,8876054,8877259
1,8876054,8877241
1,8876056,8877261
1,8876057,8877261
1,8876057,8877261
1,8876057,8877261
1,8876057,8877259
1,8876057,8877254
1,8876057,8877261
1,8876057,8877234
1,8876058,8877252
1,8876058,8877264
1,8876061,8877259
1,8876130,8877252
1,8876144,8877247
1,8876145,8877260
1,8876145,8877254
1,8876145,8877253
1,8876146,8877259
1,8876146,8877247
1,8876146,8877254
1,8876147,8877255
1,8876148,8877238
1,8876149,8877254
1,8876150,8877247
1,8876150,8877254
1,8876151,8877250
1,8876154,8877241
1,8876159,8877254
1,8876164,8877254
1,8876164,8877246
1,8876193,8877254
1,9709592,9711560
1,11004766,11006684
1,11004766,11006681
1,11004769,11006669
1,11004781,11006683
1,11902709,11909047
1,12762845,12788225
1,12762845,12788225
1,12771602,12788225
1,12793478,12795943
1,12794477,12795695
1,12794477,12795695
1,12800001,12828715
1,12800001,12807659
1,12802216,12828715
1,12802216,12828715
1,12802324,12810603
1,12802324,12809822
1,12802358,12824119
1,12802358,12824119
1,12802358,12814151
1,12819844,12824119
1,12819844,12824119
1,12819844,12824119
1,12822390,12828715
1,12829537,12830896
1,12829537,12830892
1,12829567,12830829
1,12833633,12836042
1,12833633,12836042
1,12837765,12854194
1,12837765,12969893
1,12837765,12903424
1,12850098,12862224
1,12854535,12883147
1,12856746,12878587
1,12856746,12878587
1,12856852,12865169
1,12856852,12864389
1,12874597,12878587
1,12874597,12878587
1,12915256,12960243
1,12916294,12924308
1,12917369,12938668
1,12917369,12921364
1,12917370,12938668
1,12917815,12928160
1,12926018,12928124
1,12928133,12930284
1,12934205,12963415
1,12934205,12963415
1,12934554,12938668
1,12934617,12936886
1,12963461,12975585
1,12967900,12975585
1,12970109,12975585
1,12970109,12975585
1,12970111,12975585
1,12970111,12975585
1,12970111,12975585
1,12970217,12975585
1,12970217,12975585
1,13025586,13065150
1,13025586,13053784
1,13025627,13028094
1,13026624,13034640
1,13026624,13033860
1,13027697,13031697
1,13027697,13048999
1,13027698,13048999
1,13028148,13038492
1,13028148,13038492
1,13036350,13038456
1,13038465,13040615
1,13044536,13053784
1,13044536,13053784
1,13044885,13048999
1,13044885,13048999
1,13044948,13047217
1,13053757,13065150
1,13054031,13065150
1,13054031,13065150
1,13065149,13074067
1,13065149,13072704
1,13065149,13072704
1,13065149,13094307
1,13065149,13072704
1,13065149,13072704
1,13065149,13074067
1,13067315,13072704
1,13072827,13074067
1,13094308,13100666
1,13094308,13096040
1,13094308,13096040
1,13094308,13096040
1,13104906,13105936
1,13104956,13106626
1,13104956,13106622
1,13112582,13141714
1,13132810,13142499
1,13132810,13142499
1,13132810,13134050
1,13132810,13142499
1,13134173,13139547
1,13134173,13142499
1,13134173,13142499
1,13134173,13142499
1,13134173,13142499
1,13192500,13327951
1,13198966,13228208
1,13198966,13228208
1,13202145,13213540
1,13218910,13247158
1,13219390,13244283
1,13219390,13244283
1,13223743,13225479
1,13223743,13227859
1,13225525,13227796
1,13232129,13234280
1,13234289,13236395
1,13234289,13245046
1,13238105,13246120
1,13238885,13246120
1,13241048,13245047
1,13258965,13425737
1,13274840,13278786
1,13279257,13305676
1,13281088,13303652
1,13283816,13287806
1,13293450,13305666
1,13297223,13305568
1,13298008,13305568
1,13300174,13305676
1,13310817,13336702
1,13344828,13371982
1,13344828,13371982
1,13348001,13358419
1,13363197,13371982
1,13367545,13369284
1,13367545,13371633
1,13367545,13371633
1,13369332,13371570
1,13425531,13429749
1,13479750,13646596
1,13479750,13548787
1,13495637,13499583
1,13500054,13526470
1,13501885,13524449
1,13504613,13508603
1,13504613,13508603
1,13514247,13526460
1,13514247,13526460
1,13518020,13526362
1,13518805,13526362
1,13520971,13526470
1,13531660,13557538
1,13565664,13592814
1,13565664,13592814
1,13568837,13579251
1,13584028,13592814
1,13588379,13590118
1,13588379,13592465
1,13588379,13592465
1,13590166,13592402
1,13649766,13653992
1,13754295,13756999
1,15653128,15671517
1,15672537,15690849
1,15866849,15868126
1,15992825,16003751
1,15992825,15993961
1,16219520,16239664
1,16241355,16262172
1,16594437,16597225
1,16653317,16654439
1,16666297,16673188
1,16666297,16673153
1,16673525,16705956
1,16673525,16678599
1,16681943,16686000
1,16682466,16687574
1,16697955,16715982
1,16697955,16715982
1,16702592,16706070
1,16702592,16706070
1,16702592,16703625
1,16706127,16757874
1,16706127,16724226
1,16710924,16718473
1,16710924,16718473
1,16717685,16723338
1,16717685,16723338
1,16717685,16723338
1,16724224,16728211
1,16724224,16728211
1,16724224,16728211
1,16724224,16728211
1,16724224,16728211
1,16724224,16725821
1,16727328,16751955
1,16727328,16747404
1,16730499,16746714
1,16730499,16746714
1,16747400,16751955
1,16747400,16748477
1,16749386,16766450
1,16751952,16766925
1,16751952,16766903
1,16751952,16766619
1,16759829,16778548
1,16760999,16766906
1,16760999,16766624
1,16761154,16762575
1,16762866,16766925
1,16763194,16784844
1,16763194,16784844
1,16763194,16779513
1,16763194,16779513
1,16763194,16778548
1,16763194,16778548
1,16763194,16776676
1,16763194,16766925
1,16763194,16766925
1,16763194,16766925
1,16763194,16766925
1,16763194,16766925
1,16763194,16766925
1,16763194,16766925
1,16763194,16766624
1,16763411,16784844
1,16763515,16784844
1,16773489,16778548
1,16778566,16784844
1,16779516,16784844
1,16779753,16785812
1,16779753,16785812
1,16779753,16784844
1,16779753,16782953
1,16779758,16784844
1,16779758,16784844
1,16779810,16784844
1,16783811,16791703
1,16784862,16791202
1,16785815,16798177
1,16786047,16798177
1,16786052,16791202
1,16786052,16791218
1,16786052,16791218
1,16786052,16789254
1,16786063,16791699
1,16786063,16791699
1,16786115,16798214
1,16798252,16808797
1,16798270,16812947
1,16798644,16804679
1,16801904,16813340
1,16801904,16813340
1,16801904,16809036
1,16801904,16809036
1,16802893,16806988
1,16816355,16818048
1,16816355,16818048
1,16816417,16817929
1,16816669,16817929
1,16818046,16836185
1,16823504,16829008
1,16829122,16836185
1,16829402,16833820
1,16836188,16849358
1,16844714,16879745
1,16849377,16855556
1,16855561,16857316
1,16857362,16868646
1,16857362,16858607
1,16858790,16868643
1,16858790,16868646
1,16863594,16868634
1,16863594,16868634
1,16868646,16886179
1,16868646,16886179
1,16879741,16887866
1,16879741,16880818
1,16880849,16886179
1,16882173,16884708
1,16888137,16919808
1,16919821,16922864
1,16924075,16960932
1,16924075,16936982
1,16924075,16936982
1,16924748,16934618
1,16924748,16934618
1,16936982,16948270
1,16936982,16946839
1,16936985,16946839
1,16936994,16942034
1,16936994,16942034
1,16946895,16947929
1,16946895,16947929
1,16947022,16948270
1,16948316,16950071
1,16950076,16956254
1,16956273,16960932
1,16961017,16998245
1,17048246,17102262
1,17048246,17056719
1,17048246,17054150
1,17048246,17054150
1,17048246,17054150
1,17048246,17054150
1,17054147,17078745
1,17054147,17058678
1,17057623,17058699
1,17058695,17078745
1,17059380,17075584
1,17059380,17075584
1,17077862,17082575
1,17077862,17082575
1,17077862,17082575
1,17077862,17082575
1,17077862,17082575
1,17080261,17082575
1,17082574,17104269
1,17085201,17090825
1,17085201,17090825
1,17085201,17090825
1,17090030,17097490
1,17090030,17097490
1,17092457,17102262
1,17092457,17102262
1,17104540,17147458
1,17104540,17109248
1,17104540,17109248
1,17104550,17113513
1,17104550,17113513
1,17127926,17129701
1,17127926,17129701
1,17131934,17153444
1,17133994,17139706
1,17172828,17174175
1,17605845,17608278
1,17605845,17607922
1,17605846,17608279
1,17605863,17608279
1,17605864,17608280
1,19465033,19476896
1,19477690,19490900
1,20353037,20359671
1,21597136,21598458
1,21610184,21618566
1,21610184,21627053
1,21610184,21612712
1,21610592,21612712
1,21612709,21627071
1,21612709,21627053
1,21612709,21627053
1,21612709,21627053
1,21618539,21627053
1,21618539,21627053
1,21620508,21627073
1,21621677,21627053
1,21621677,21627053
1,21621677,21627053
1,21621677,21627053
1,21621743,21623250
1,21623563,21627053
1,21623773,21627053
1,21623865,21627073
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21623865,21627053
1,21627906,21631300
1,21631998,21637134
1,21632027,21636466
1,21633145,21637018
1,21637076,21638195
1,21638870,21652954
1,21638870,21652954
1,21638892,21656655
1,21642836,21652954
1,21642836,21652954
1,21642856,21682366
1,21644902,21651966
1,21650173,21672608
1,21650173,21652066
1,21656526,21660516
1,21656526,21660516
1,21656526,21660516
1,21656526,21660516
1,21656526,21660504
1,21656576,21660516
1,21660673,21672682
1,21663468,21672612
1,21667213,21672612
1,21667213,21672612
1,21667213,21672612
1,21667213,21672612
1,21667217,21684490
1,21667217,21684490
1,21667688,21685662
1,21667688,21685662
1,21667688,21685662
1,21667688,21682301
1,21667688,21682301
1,21667688,21682301
1,21667704,21672682
1,21667704,21685662
1,21669537,21682301
1,21678601,21684490
1,21678601,21682301
1,21678601,21682301
1,21678601,21682301
1,21678601,21682301
1,21678601,21682301
1,21678601,21682301
1,21678601,21682301
1,21678601,21682301
1,21678601,21682301
1,21678607,21682603
1,21678607,21682301
1,21678607,21682301
1,21678608,21685662
1,21678608,21682301
1,21678608,21682301
1,21678608,21682301
1,21678608,21682301
1,21678609,21684490
1,21678609,21682603
1,21678609,21682603
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21678609,21682301
1,21679094,21685662
1,21682916,21684424
1,22166435,22192094
1,22192100,22215280
1,22285517,22292030
1,22285517,22291494
1,22285517,22291485
1,22285520,22291479
1,22290505,22292023
1,23508879,23510403
1,24100130,24102271
1,24147278,24148587
1,24160006,24162502
1,24165522,24166799
1,24165537,24166802
1,24168160,24170699
1,24871298,24872340
1,24871323,24872348
1,25039867,25043361
1,25040236,25041335
1,25042260,25043399
1,25457961,25467103
1,25467103,25528106
1,25492430,25493734
1,25492434,25493734
1,25492471,25493732
1,25528104,25537432
1,25561501,25624406
1,25597786,25599083
1,25597786,25599053
1,25597788,25599048
1,26417659,26419968
1,26624375,26628804
1,26625323,26628788
1,26626990,26628800
1,26718205,26719499
1,26836957,26841332
1,26845233,26849746
1,27016316,27018417
1,27016320,27018417
1,27016320,27018417
1,27016320,27018417
1,27016320,27018417
1,27016320,27018417
1,27016320,27018417
1,27016320,27018417
1,27016320,27018417
1,27016320,27018417
1,27016320,27018417
1,27016335,27018417
1,27184406,27185421
1,27184407,27185424
1,27405906,27407821
1,27405913,27407825
1,27405913,27407819
1,27405913,27407825
1,27405913,27407810
1,27405913,27407816
1,27405913,27407807
1,27405913,27407804
1,27405913,27407824
1,27405913,27407818
1,27405914,27407817
1,27405914,27407800
1,27405920,27407810
1,27405920,27406953
1,27405928,27407818
1,27405928,27407799
1,27405928,27407804
1,27405928,27407807
1,27405936,27407803
1,27405937,27407790
1,27405937,27407818
1,27405996,27407789
1,27406001,27407819
1,27524408,27525605
1,27524408,27525596
1,27524443,27525596
1,27603324,27609289
1,27933340,27934948
1,28160844,28167881
1,28294157,28295511
1,28294268,28295484
1,28414639,28415918
1,28417197,28418792
1,28698261,28699407
1,28792794,28794548
1,28941834,28943086
1,29527480,29530431
1,29542684,29544363
1,29653337,29654379
1,29720194,29721699
1,29748215,29750669
1,29896802,29898018
1,29926247,29928028
1,30000105,30001862
1,30377851,30379068
1,30530543,30532227
1,30564292,30565806
1,30606619,30608381
1,30619579,30620599
1,30690942,30692638
1,30694374,30697309
1,30761869,30763625
1,30901929,30904456
1,30906510,30908195
1,32144609,32147148
1,32572039,32573280
1,32661414,32664449
1,32859024,32860138
1,32917827,32918839
1,33289171,33291683
1,33289171,33291682
1,33289171,33291683
1,33289171,33291683
1,33289171,33291683
1,33289171,33291682
1,33289171,33291134
1,33289171,33291404
1,33289173,33291679
1,33289173,33291683
1,33289173,33291680
1,33289173,33291681
1,33289173,33290553
1,33289183,33291683
1,33289200,33291680
1,33289200,33291683
1,33289201,33291685
1,33289234,33291684
1,33289237,33291658
1,33289239,33291683
1,33289248,33291679
1,33289250,33291678
1,33289300,33291330
1,33641723,33643061
1,35358967,35360384
1,35658240,35660127
1,36524554,36527944
1,36541983,36543522
1,38019386,38020487
1,38195252,38196524
1,38947104,38949496
1,39100749,39102975
1,39242304,39244164
1,39242739,39243984
1,39728393,39734984
1,39735864,39737855
1,39747786,39762734
1,39762936,39764127
1,39793029,39794094
1,39794096,39795183
1,39956823,39958253
1,39957230,39958266
1,39998608,39999805
1,40000001,40014937
1,40015793,40017806
1,40022327,40028490
1,40133687,40134820
1,40307948,40310907
1,40309760,40310907
1,40309887,40310907
1,40797599,40799310
1,42279547,42281103
1,43050203,43051630
1,43127900,43130679
1,43127900,43129702
1,43128307,43130586
1,43129175,43130621
1,43222672,43224590
1,44087697,44088822
1,44341301,44342964
1,44341306,44342960
1,44341322,44342964
1,44341322,44342964
1,44341322,44342951
1,44341361,44342950
1,44367610,44373619
1,45197870,45199229
1,45254660,45259038
1,46083602,46085434
1,46478257,46481197
1,46478469,46481197
1,46478469,46481197
1,46478469,46481197
1,46478469,46481197
1,46478469,46481213
1,46478469,46481197
1,46478469,46481197
1,46478469,46481212
1,46478469,46481218
1,46478469,46481213
1,46478469,46481197
1,46478469,46480089
1,46478469,46480089
1,46478469,46479961
1,46478469,46479961
1,46478469,46479785
1,46478471,46481213
1,46478478,46481197
1,46478484,46481197
1,46478490,46481213
1,46795677,46797061
1,46956161,46957295
1,47076804,47138943
1,47159991,47188614
1,47289541,47291035
1,47305499,47361189
1,47365812,47395404
1,48673961,48676029
1,49135048,49137142
1,49750669,49751944
1,50080549,50084748
1,51395699,51396729
1,51395721,51396777
1,51509447,51511512
1,51545721,51546777
1,51700363,51701426
1,52324971,52326581
1,53230042,53231546
1,54212859,54214299
1,54212871,54214403
1,54212871,54214396
1,54212871,54214286
1,54212871,54214053
1,54212890,54214400
1,54212890,54214292
1,54212891,54214303
1,54212900,54214303
1,54213213,54214403
1,54775027,54776336
1,54775027,54776336
1,54775027,54776336
1,54775027,54776335
1,54775027,54776336
1,54775027,54776318
1,54775027,54776336
1,54775031,54776350
1,54775031,54776337
1,54775031,54776336
1,54775031,54776336
1,54775031,54776336
1,54775031,54776336
1,54775031,54776336
1,54775031,54776336
1,54775031,54776336
1,54775031,54776280
1,54775031,54776278
1,54775031,54776280
1,54775032,54776107
1,54775032,54776072
1,54775042,54776336
1,54775047,54776336
1,54775059,54776336
1,54775137,54776336
1,54775259,54776336
1,54992121,54993612
1,55461133,55462329
1,57325654,57327058
1,57522272,57523526
1,58286101,58287612
1,58286102,58287622
1,58286102,58287612
1,58286103,58287612
1,58286106,58287592
1,58286112,58287577
1,58286113,58287613
1,58286113,58287611
1,58286113,58287610
1,58286113,58287612
1,58286113,58287540
1,58286113,58287627
1,58286113,58287633
1,58286113,58287623
1,58286113,58287613
1,58286113,58287614
1,58286113,58287612
1,58286113,58287612
1,58286113,58287610
1,58286113,58287610
1,58286113,58287609
1,58286113,58287610
1,58286113,58287612
1,58286113,58287612
1,58286113,58287601
1,58286113,58287589
1,58286113,58287575
1,58286113,58287586
1,58286113,58287549
1,58286113,58287472
1,58286113,58287349
1,58286115,58287612
1,58286115,58287612
1,58286115,58287600
1,58286119,58287633
1,58286126,58287612
1,58286139,58287414
1,58286140,58287622
1,58286169,58287611
1,59237875,59238906
1,59237876,59238904
1,59237877,59238921
1,60521293,60523148
1,61178508,61181058
1,62448123,62450558
1,63787631,63788895
1,64080942,64081991
1,64080942,64082018
1,65464334,65466986
1,65464334,65466977
1,65464352,65469359
1,65919766,65921890
1,66120461,66122592
1,67516322,67517973
1,67647776,67651533
1,67649324,67650785
1,67650126,67651536
1,67897464,67898772
1,68398366,68400000
1,68398853,68400947
1,68398858,68399965
1,68398869,68399966
1,68398922,68399951
1,68713591,68715342
1,68713744,68715342
1,70488223,70490272
1,70768556,70770739
1,70768709,70770745
1,70768717,70770713
1,70769459,70770713
1,71291395,71292646
1,72197129,72198622
1,72657526,72658602
1,73261969,73263082
1,73261969,73263054
1,74416459,74418195
1,74836157,74837456
1,75980296,75981827
1,76938029,76939195
1,76938033,76939231
1,76938176,76939260
1,77340343,77341555
1,78048043,78050082
1,78048043,78049350
1,78048904,78050209
1,78086022,78087887
1,78554440,78555564
1,78554448,78555572
1,79096583,79097623
1,79292195,79294379
1,79292200,79293326
1,79557937,79561064
1,79586807,79589769
1,79759340,79760749
1,79759350,79760741
1,79760373,79761924
1,80689055,80690143
1,80689055,80690272
1,80689055,80690272
1,80689055,80690272
1,80689055,80690272
1,80689055,80690181
1,80689055,80690149
1,80689055,80690141
1,80689055,80690122
1,80689055,80690086
1,80689055,80690078
1,80689059,80690119
1,80689075,80690215
1,80689085,80690272
1,80689085,80690272
1,80689085,80690143
1,80689092,80690272
1,80689094,80690272
1,81664689,81666266
1,81664694,81665901
1,81664804,81666261
1,81664804,81666595
1,81664804,81666593
1,81664804,81666265
1,81664904,81666595
1,81665040,81666266
1,81741577,81744014
1,81959885,81964027
1,81959885,81962852
1,81959885,81962846
1,81959885,81962196
1,81959885,81961870
1,81959885,81961824
1,81959894,81961381
1,81959895,81962017
1,81959993,81962861
1,81959993,81961832
1,81959993,81961832
1,81959993,81961849
1,81959998,81961850
1,81960078,81961565
1,81960184,81962848
1,81961215,81963193
1,81962230,81964027
1,82322521,82323895
1,83370748,83420038
1,83420445,83728015
1,85719845,85721665
1,86740344,86746615
1,86740344,86746615
1,86740344,86746498
1,86741617,86742650
1,86789593,86791619
1,87651732,87695530
1,87651732,87695530
1,87712048,87740274
1,87712048,87740274
1,87740285,87746378
1,89218701,89222238
1,89218709,89219938
1,89220020,89221233
1,89220234,89222242
1,89220235,89222238
1,89220257,89222238
1,89220738,89222242
1,89282103,89303936
1,89341390,89343225
1,89645415,89675498
1,89670141,89671280
1,89820772,89831611
1,90231434,90232546
1,90518788,90528793
1,90518788,90528794
1,90518788,90522257
1,90518788,90522257
1,90518806,90528793
1,90518806,90528793
1,90518806,90528793
1,90523644,90536640
1,90523644,90536640
1,91566503,91568401
1,91770099,91772840
1,91771327,91773685
1,91880698,91882484
1,92311803,92313622
1,92311803,92313313
1,92311811,92313622
1,92311817,92313615
1,92311817,92313618
1,92311817,92313444
1,92311817,92313446
1,92311817,92313133
1,92311818,92313624
1,92311835,92313619
1,92311851,92312962
1,92312270,92313600
1,92368744,92369881
1,92383000,92384138
1,93598764,93600737
1,93747746,93754863
1,93748516,93754673
1,93789447,93792799
1,96657062,96660816
1,96685009,96686767
1,96685010,96686764
1,96685010,96686764
1,96685010,96686769
1,96685011,96686765
1,96685011,96686767
1,96685011,96686689
1,96685012,96686764
1,96685012,96686760
1,96685012,96686764
1,96685013,96686769
1,96685017,96686765
1,96685033,96686743
1,96685034,96686767
1,96685041,96686758
1,96685051,96686626
1,96685072,96686764
1,96685230,96686743
1,96685378,96686691
1,96685727,96686761
1,98534575,98535725
1,98595054,98597043
1,100060498,100063123
1,100568589,100570622
1,101110516,101112498
1,102024397,102025433
1,102024400,102025443
1,102024400,102025433
1,102024400,102025440
1,102024400,102025425
1,102024401,102025443
1,102024401,102025440
1,102024401,102025440
1,102024401,102025433
1,102024401,102025425
