sourceId,start,end,yolo
1,144125526,144789829,id=Redon_2325
1,144225037,144590038,id=Redon_3311
1,144590268,145304842,id=Redon_3312
1,144660033,144838544,id=Mills_5520
1,145035060,145348913,id=Conrad_1326
1,1264303,1699080,id=Redon_2295
1,145184324,145593321,id=Wong_4253
1,14477416,14597040,id=Wong_4206
1,146021165,148299931,id=Redon_3313
1,146185447,148336189,id=Redon_2326
1,146421005,146617097,id=Tuzun_390
1,146509734,146776606,id=Locke_2051
1,147300130,147517051,id=Conrad_1327
1,147146189,147537993,id=Conrad_1331
1,147307521,147556213,id=Conrad_1329
1,147238572,147419285,id=Conrad_1330
1,147215746,147484394,id=Conrad_1328
1,147266860,147594642,id=Wong_4254
1,147318705,147389857,id=Conrad_1332
1,147298617,147414123,id=Conrad_1016
1,147422045,147539225,id=McCarroll_1554
1,147449332,147510249,id=Conrad_1333
1,147440815,147681392,id=Conrad_1334
1,147362938,147666160,id=McCarroll_1555
1,147460768,147561653,id=Conrad_1017
1,147763343,148098481,id=Wong_4255
1,147913679,148085749,id=Wong_4256
1,147770668,148133997,id=Locke_2052
1,147976157,148058915,id=Mills_5521
1,148060572,148302914,id=Tuzun_391
1,1422814,1760316,id=Locke_2042
1,148890191,148985901,id=Conrad_1335
1,148906624,149077220,id=Conrad_1336
1,148903754,149171647,id=Mills_5522
1,149512326,149785453,id=McCarroll_1556
1,149550103,149850059,id=Redon_2327
1,150037493,150070457,id=Mills_5523
1,150324054,150540514,id=McCarroll_1557
1,150417115,150560829,id=Tuzun_392
1,150369986,150531467,id=Mills_5524
1,150463430,150718638,id=Mills_5525
1,150698491,151260781,id=Redon_3314
1,150780902,150979364,id=Tuzun_393
1,150660093,151020323,id=McCarroll_1558
1,150694197,150927247,id=Conrad_1019
1,150775059,150933587,id=Conrad_1018
1,150889463,151161069,id=Redon_2328
1,150850111,151121346,id=Tuzun_394
1,150888163,151085146,id=McCarroll_1559
1,150975575,151146769,id=Conrad_1337
1,152661807,152787618,id=Mills_5526
1,153332030,153656707,id=Redon_3315
1,153231717,153706824,id=Wong_4257
1,153332138,153533487,id=Tuzun_395
1,153312603,153646632,id=Tuzun_396
1,15285563,15518044,id=Mills_5468
1,156947650,157267032,id=Mills_5527
1,156992714,157284948,id=Mills_5528
1,158874349,158981483,id=Conrad_1338
1,159540270,160023700,id=Redon_2329
1,159520124,160110576,id=Wong_4258
1,159512534,159911349,id=Redon_3316
1,159624255,159968591,id=Mills_5529
1,159752542,159962465,id=Sebat_261
1,159728769,159988677,id=Conrad_1339
1,15980784,16120006,id=Redon_2300
1,160174800,160456524,id=Wong_4259
1,160247537,160728925,id=Redon_2330
1,160233414,160901896,id=Redon_3317
1,160622023,160899910,id=Mills_5530
1,1548009,1892198,id=Iafrate_2
1,161561459,161678200,id=Mills_5531
1,162104349,162435961,id=Wong_4260
1,162525853,162626233,id=Conrad_1340
1,163542696,163795319,id=Redon_2331
1,164024571,164110023,id=Conrad_1341
1,164655620,165080534,id=Redon_3318
1,164760797,164977639,id=Redon_2332
1,16572463,17383972,id=Redon_3284
1,166337271,166668045,id=Wong_4261
1,16563094,16959260,id=Wong_4207
1,16615338,17362540,id=Redon_2301
1,16492646,16703561,id=Mills_5469
1,167020332,167179749,id=Conrad_1342
1,16549020,16942709,id=Wong_4208
1,16573963,17053859,id=Wong_4209
1,16645094,16767965,id=Tuzun_380
1,16626593,16891607,id=Mills_5470
1,16727924,16986506,id=Mills_5471
1,167729140,168079920,id=Mills_5532
1,16756405,16992711,id=Locke_2044
1,16610272,17017765,id=Sharp_679
1,167936323,168224520,id=Redon_3319
1,168488273,168717026,id=Redon_2333
1,16844046,17071688,id=Iafrate_5
1,16867898,17058362,id=Mills_5472
1,16822201,16964587,id=Mills_5473
1,16712690,16934877,id=McCarroll_1538
1,16737581,16923560,id=Conrad_995
1,16756114,16953768,id=Conrad_996
1,16731951,17022458,id=Conrad_997
1,16996858,17268129,id=Wong_4210
1,16967696,17337494,id=Wong_4211
1,16890273,17383645,id=Wong_4212
1,16930784,17294982,id=Conrad_998
1,171069315,171223596,id=Mills_5533
1,17076050,17261498,id=Conrad_999
1,16999201,17168048,id=McCarroll_1539
1,171342025,171791169,id=Wong_4262
1,171925638,172238649,id=Redon_3320
1,172692416,172988415,id=Iafrate_14
1,172735527,172933849,id=Redon_3321
1,17230251,17531380,id=Simon-Sanchez_5200
1,172967022,173155536,id=Conrad_1343
1,172957837,173069570,id=McCarroll_1560
1,17299659,17372645,id=Simon-Sanchez_5197
1,173320693,173834672,id=Wong_4263
1,174152761,174517833,id=Iafrate_15
1,174439055,174509235,id=Mills_5534
1,176694003,177010329,id=Mills_5535
1,176736429,177050182,id=Mills_5536
1,176799013,177105311,id=Redon_2334
1,178320478,178662365,id=Wong_4264
1,180943226,181210357,id=Mills_5537
1,18134079,18396356,id=Wong_4213
1,182043991,182296123,id=Wong_4265
1,182934459,183205851,id=Mills_5538
1,182924932,183193601,id=Mills_5539
1,183420342,183687463,id=Redon_2335
1,183467955,183688130,id=Mills_5540
1,187317634,187964560,id=Redon_3322
1,187421040,187885041,id=Redon_2336
1,187829040,188183664,id=Conrad_1344
1,187970455,188223590,id=McCarroll_1561
1,187859490,188235827,id=Redon_2337
1,188128805,188409122,id=Redon_2338
1,188910460,189332614,id=Wong_4266
1,189562465,189618937,id=Mills_5541
1,189980589,190107555,id=Redon_2339
1,191866887,192051570,id=Redon_2340
1,193177934,193236670,id=Redon_2341
1,193397955,194021158,id=Redon_3323
1,193980391,194573539,id=Redon_3324
1,194083128,194468547,id=Redon_2342
1,194343772,194694186,id=Locke_2053
1,194833353,195428092,id=Redon_3325
1,194775721,195188255,id=Locke_2054
1,194770237,195113218,id=Sharp_686
1,194942809,195493536,id=Redon_2343
1,194860753,195149195,id=Conrad_1021
1,195010405,195237424,id=Conrad_1345
1,194923868,195235731,id=Locke_2055
1,194989019,195291222,id=Sharp_687
1,195067457,195593664,id=Redon_3326
1,195851007,196110701,id=Conrad_1022
1,196650402,196863867,id=Tuzun_397
1,198221236,198523235,id=Conrad_1023
1,198754859,199029766,id=Redon_2344
1,198840178,198975640,id=Mills_5542
1,200035753,200275593,id=Mills_5543
1,200038606,200285059,id=Mills_5544
1,200589054,201123029,id=Wong_4267
1,200811203,201176840,id=Redon_3327
1,204150346,204593007,id=Wong_4268
1,204633832,204916395,id=Mills_5545
1,204806456,205184500,id=Locke_2091
1,205614664,206098450,id=Redon_3328
1,205709448,205930831,id=Tuzun_398
1,1939417,2393341,id=Wong_4192
1,206193348,206562234,id=Wong_4269
1,206459175,206645974,id=Redon_2345
1,207031315,207376348,id=McCarroll_1562
1,208133782,208288085,id=Mills_5546
1,208536331,208887212,id=Redon_2346
1,209328904,209582382,id=Mills_5547
1,210494359,210565336,id=Mills_5548
1,210503132,210598008,id=Mills_5549
1,210656347,210928557,id=Redon_3329
1,210789789,211011376,id=Mills_5550
1,210871836,211226271,id=Redon_2347
1,210878777,211052886,id=Mills_5551
1,21118360,21335681,id=Mills_5474
1,2139286,2459809,id=Wong_4193
1,215541802,215888188,id=Wong_4270
1,21505869,21894867,id=Redon_3285
1,216210614,216350306,id=Tuzun_399
1,21712523,22021898,id=Wong_4214
1,218977552,219141411,id=Mills_5552
1,219177882,219405518,id=Mills_5553
1,21918750,22369388,id=Wong_4215
1,21999929,22381030,id=Locke_2045
1,220313940,220535356,id=Redon_3330
1,22002896,22284497,id=Wong_4216
1,22050019,22353341,id=Redon_3286
1,221641088,221800821,id=Redon_2348
1,221926413,222437633,id=Redon_3331
1,222498088,222720753,id=Mills_5554
1,223029669,223454611,id=Redon_3332
1,223430098,223688925,id=Redon_3333
1,223711910,223913443,id=Redon_2349
1,224029597,224193669,id=Mills_5555
1,22370233,22634652,id=Mills_5475
1,226785459,227015929,id=Mills_5556
1,226645987,227011831,id=Mills_5557
1,226699607,226857137,id=Mills_5558
1,226805618,226859888,id=Mills_5559
1,226756360,226965323,id=Mills_5560
1,22625908,22963982,id=Mills_5476
1,227834598,227990443,id=Mills_5561
1,227767090,227939911,id=McCarroll_1563
1,22818713,23192108,id=Locke_2046
1,229682019,230106074,id=Redon_3334
1,229612109,230058566,id=Redon_2350
1,230329589,230528837,id=Mills_5562
1,230668187,230924751,id=Mills_5563
1,231162675,231351633,id=Conrad_1024
1,231199199,231634462,id=Iafrate_16
1,232302398,232525789,id=Wong_4271
1,232247875,232531848,id=Mills_5564
1,232475323,232577597,id=Mills_5565
1,232751906,233071440,id=Wong_4272
1,232753181,233196077,id=Redon_3335
1,234770019,234981075,id=Redon_2351
1,235176224,235327261,id=Redon_2352
1,235822807,236865423,id=Redon_3336
1,235969096,236947625,id=Redon_2353
1,236466287,236832211,id=Simon-Sanchez_5201
1,2240539,2444286,id=Redon_3277
1,236631056,236835406,id=Mills_5566
1,236618588,236859236,id=Hinds_982
1,237397547,237693664,id=Mills_5567
1,23664379,23961513,id=Mills_5477
1,237772397,238618879,id=Redon_3337
1,237857887,238526560,id=Redon_2354
1,238237830,238504813,id=Mills_5568
1,238321428,238492316,id=Sebat_262
1,23812675,23975268,id=Mills_5478
1,240987855,241544611,id=Redon_2355
1,241003350,241204389,id=Conrad_1346
1,241066373,241234762,id=McCarroll_1564
1,241121990,241259282,id=Conrad_1347
1,243920792,244292930,id=Redon_2356
1,244187127,244530792,id=Mills_5569
1,244374533,244888410,id=Redon_3338
1,2401703,2519236,id=Tuzun_378
1,244964144,245202514,id=Redon_2357
1,245684350,246381145,id=Redon_3339
1,245739159,246393024,id=Redon_2358
1,245752570,246116206,id=Mills_5570
1,246535093,247101028,id=Redon_3340
1,246547794,246896001,id=Redon_2359
1,246698453,246994163,id=Sebat_263
1,246603911,247068988,id=Iafrate_17
1,246622515,246869266,id=Mills_5571
1,246654561,247080564,id=Locke_2056
1,246800242,246897095,id=Conrad_1025
1,24763783,25005740,id=Mills_5479
1,24912643,25195056,id=Mills_5480
1,25239425,25340683,id=Redon_2302
1,25337021,25580124,id=Locke_2047
1,25334274,25642462,id=Sharp_680
1,25325908,25599947,id=Tuzun_381
1,25453918,25680815,id=Wong_4217
1,25406293,25723909,id=Sebat_257
1,2446248,2623084,id=Mills_5453
1,2378649,2720477,id=Mills_5454
1,2514193,2744557,id=Mills_5455
1,2395162,2661484,id=Mills_5456
1,2442084,2679906,id=Mills_5457
1,2536955,2806552,id=Mills_5458
1,2543774,2738076,id=Mills_5459
1,2583421,2654641,id=Mills_5460
1,2448528,2754599,id=Mills_5461
1,2564625,2638444,id=Mills_5462
1,26837901,27284176,id=Wong_4218
1,28778758,28968643,id=Mills_5481
1,30422363,30613135,id=Redon_2303
1,218973,600659,id=Wong_4189
1,3094045,3320316,id=Wong_4194
1,3034571,3396066,id=Wong_4195
1,31383571,31547859,id=Mills_5482
1,31388832,32419562,id=Redon_2304
1,31302086,32135190,id=Redon_3287
1,31361674,31606836,id=Mills_5483
1,3177709,3541810,id=Wong_4196
1,3208300,3723219,id=Redon_3278
1,32770823,33069002,id=Mills_5484
1,33634273,33726307,id=Mills_5485
1,34819323,35048629,id=Tuzun_382
1,34754513,34881930,id=Conrad_1315
1,34871596,34964598,id=McCarroll_1540
1,3466107,3892960,id=Wong_4197
1,3512943,3827050,id=Redon_2296
1,36355849,36707706,id=Redon_3288
1,36284483,36509707,id=Mills_5486
1,3722793,3905264,id=Mills_5463
1,37582631,38019393,id=Iafrate_6
1,38740396,39070212,id=Redon_2305
1,39975191,40613900,id=Redon_3289
1,40106502,40293669,id=Mills_5487
1,40192697,40689653,id=Wong_4219
1,40683743,40940991,id=Mills_5488
1,40995621,41312730,id=Mills_5489
1,43610963,43834471,id=McCarroll_1541
1,43720664,44001932,id=Mills_5490
1,44234252,44622864,id=Wong_4220
1,44531535,44790295,id=Wong_4221
1,46048904,46196792,id=Conrad_1316
1,45955495,46356883,id=Wong_4222
1,46435867,46608642,id=Mills_5491
1,50144764,50439839,id=Mills_5492
1,51638521,51954563,id=Mills_5493
1,5031622,5560156,id=Redon_3279
1,51884424,52211421,id=Wong_4223
1,51948527,52377456,id=Wong_4224
1,52850926,53230470,id=Redon_3290
1,388152,796691,id=Wong_4190
1,52934990,53233075,id=Wong_4225
1,53230157,53458095,id=Redon_2306
1,53263693,53656796,id=Simon-Sanchez_5196
1,53548015,53737459,id=Mills_5494
1,53564279,53990641,id=Redon_3291
1,54871767,55088545,id=Redon_2307
1,55441025,55511622,id=Conrad_1000
1,511854,788142,id=Wong_4191
1,57240910,57587909,id=Iafrate_8
1,5623435,6001022,id=Wong_4198
1,5779201,6161036,id=Wong_4199
1,59003615,59414696,id=Wong_4226
1,59825139,60119633,id=Wong_4227
1,5931882,6337649,id=Wong_4200
1,61701727,61742048,id=Mills_5495
1,62065708,62241132,id=Conrad_1001
1,62060881,62313104,id=Conrad_1002
1,62181969,62273973,id=McCarroll_1542
1,63199317,63327608,id=Mills_5496
1,6273382,6695393,id=Wong_4201
1,64284757,64557158,id=Redon_3292
1,64885727,65009534,id=Mills_5497
1,6386221,6642673,id=Wong_4202
1,65858312,65952847,id=Conrad_1003
1,65766950,66089906,id=Mills_5498
1,65938540,66091544,id=Conrad_1004
1,66451062,66748717,id=Mills_5499
1,66682729,67014944,id=Mills_5500
1,6693099,6792664,id=Conrad_992
1,67444167,67789610,id=Iafrate_9
1,72257011,72737583,id=Wong_4229
1,72479158,72655196,id=Tuzun_383
1,72502179,72866105,id=Redon_3293
1,72413308,72720698,id=Conrad_1005
1,72425204,72603273,id=Conrad_1006
1,72509527,72580825,id=McCarroll_1543
1,72533385,72613866,id=Conrad_1009
1,72516597,73075472,id=Simon-Sanchez_5364
1,72812095,73002885,id=Redon_2308
1,72784138,73097373,id=Redon_3294
1,73188403,73717648,id=Redon_3295
1,7310322,7794004,id=Wong_4203
1,7383541,7617429,id=Redon_2297
1,75601774,75994527,id=Redon_3296
1,75745547,75815060,id=Wong_4230
1,75756095,76059840,id=Redon_2309
1,76874647,77158097,id=Redon_2310
1,76962622,77139409,id=Mills_5501
1,77388913,77752144,id=Redon_2311
1,7729750,7892073,id=Mills_5464
1,78761817,79157371,id=Wong_4231
1,79673781,79940638,id=Mills_5502
1,79883272,80028951,id=Mills_5503
1,8020163,8470799,id=Wong_4204
1,81464892,81844469,id=Redon_2312
1,81690904,81986542,id=Wong_4232
1,82608538,82679400,id=Mills_5504
1,82949043,83901880,id=Redon_3297
1,83090396,83443859,id=Wong_4233
1,83094723,83424563,id=Iafrate_10
1,83373150,83851748,id=Redon_2313
1,8406392,8626052,id=Mills_5465
1,85993411,86371533,id=Conrad_1317
1,86013345,86265827,id=McCarroll_1544
1,8609578,8987242,id=Iafrate_3
1,87393571,87459869,id=Conrad_1318
1,87361474,87469785,id=McCarroll_1545
1,87726246,88053189,id=Mills_5505
1,87936585,88109117,id=McCarroll_1546
1,8684912,8935203,id=Redon_3280
1,89071063,89444186,id=Redon_3298
1,90512327,90938401,id=Redon_3299
1,8911532,9285358,id=Simon-Sanchez_5198
1,91113902,91267739,id=Mills_5506
1,91476632,91689887,id=McCarroll_1547
1,92316460,92603526,id=Wong_4234
1,94736801,95023125,id=Redon_2314
1,94736113,94997798,id=Conrad_1012
1,94766771,95028438,id=McCarroll_1548
1,94829770,95068767,id=Conrad_1013
1,95220973,95496398,id=Wong_4235
1,95337304,95679139,id=Iafrate_11
1,95898012,96293562,id=Simon-Sanchez_5195
1,95993329,96424810,id=Redon_3300
1,9545741,9733966,id=Mills_5466
1,97640970,97908170,id=Wong_4236
1,99758839,100061570,id=Wong_4237
10,100115425,100561347,id=Wong_4710
10,101946970,102517600,id=Redon_3818
10,102125104,102416117,id=Redon_2888
10,102310895,102593096,id=Redon_3819
10,102608819,102908907,id=Wong_4711
10,105012410,105301708,id=Conrad_1231
10,107364476,107574594,id=Mills_5610
10,107331684,107893207,id=Redon_3820
10,107564124,107787321,id=Redon_2889
10,107586355,107758807,id=McCarroll_1886
10,108985960,109307881,id=Redon_2890
10,110407578,110796035,id=Redon_3821
10,110645930,110923918,id=Conrad_1490
10,110740335,110926430,id=Mills_5611
10,10997379,11209994,id=Conrad_1217
10,10972910,11201122,id=McCarroll_1872
10,112518862,112571322,id=Mills_5612
10,113320001,113836853,id=Wong_4712
10,113922104,114255701,id=Sharp_766
10,114051192,114283040,id=Mills_5613
10,114903001,115085983,id=Conrad_1232
10,115573121,115669518,id=Wong_4713
10,117298606,117511757,id=Redon_2891
10,117334917,117541055,id=Mills_5614
10,121931676,122164279,id=Mills_5615
10,122327811,122582374,id=Conrad_1233
10,122243604,122469989,id=McCarroll_1887
10,122619830,122892743,id=Redon_3822
10,122660015,122821462,id=Conrad_1234
10,122898923,123122810,id=Mills_5616
10,123260989,123626683,id=Redon_2892
10,124153681,124475186,id=Redon_3823
10,124307356,124349663,id=Tuzun_405
10,124188180,124405021,id=Tuzun_406
10,124412386,124823832,id=Wong_4714
10,124973895,125390565,id=Redon_3824
10,126043817,126643166,id=Wong_4715
10,126641395,126817266,id=Mills_5617
10,127360710,127847838,id=Redon_3825
10,12823071,12905632,id=Mills_5577
10,128641566,129158077,id=Redon_3826
10,128764025,129062219,id=Redon_2893
10,12882105,13055721,id=Wong_4665
10,130108852,130158529,id=Tuzun_407
10,12971212,13147886,id=Redon_2849
10,131405725,131741349,id=Wong_4716
10,133382106,133710391,id=Redon_2894
10,133577516,133870696,id=Conrad_1491
10,133601644,133997398,id=Wong_4717
10,13318815,13511941,id=Mills_5578
10,134022547,134381710,id=Redon_3827
10,134326186,134617192,id=Wong_4718
10,134385015,134693050,id=Wong_4719
10,134395080,134712495,id=Wong_4720
10,134446289,134705499,id=Redon_3828
10,134473532,134706146,id=Redon_2895
10,134599699,135224493,id=Redon_3829
10,134610816,135115608,id=Wong_4721
10,134645608,135151593,id=Wong_4722
10,134656969,135006379,id=Wong_4723
10,134731755,135127387,id=Simon-Sanchez_5272
10,134709027,135223880,id=Simon-Sanchez_5273
10,134783272,135466943,id=Redon_2896
10,134915140,135146609,id=Simon-Sanchez_5271
10,134889789,135119172,id=Simon-Sanchez_5270
10,134932191,135087208,id=Wong_4724
10,134931209,135234361,id=Simon-Sanchez_5269
10,135020573,135284555,id=Redon_3830
10,135046656,135350491,id=Locke_2162
10,134892027,135457572,id=Le_370
10,13464105,13973708,id=Wong_4666
10,13684622,13917650,id=Redon_2850
10,1412641,1590819,id=Redon_2840
10,14437599,14660943,id=Conrad_1218
10,14936049,15195808,id=Mills_5579
10,15414427,15642618,id=Mills_5580
10,1459037,1583365,id=Mills_5572
10,15714790,16069613,id=Wong_4667
10,16245800,16440373,id=Mills_5581
10,16155611,16377646,id=Mills_5582
10,16426040,16813515,id=Wong_4668
10,16441178,16621721,id=Mills_5583
10,16623100,16952029,id=Redon_2851
10,1760692,2035675,id=Redon_2841
10,18863982,19070860,id=Redon_2852
10,19590551,19793642,id=Redon_2853
10,19719498,20168711,id=Redon_3792
10,19655296,20101334,id=Redon_2854
10,19817781,19981426,id=Mills_5584
10,20289752,20562097,id=Redon_2855
10,20181193,20490868,id=McCarroll_1873
10,20350770,20487741,id=Conrad_1479
10,20584829,21024889,id=Redon_3793
10,20543030,21030216,id=Redon_2856
10,20825938,20975403,id=Conrad_1480
10,20778713,21053346,id=McCarroll_1874
10,20729791,21090883,id=Conrad_1219
10,20885856,20948971,id=Conrad_1481
10,21395941,21600129,id=Mills_5585
10,22888024,23211969,id=Wong_4670
10,23762051,23965313,id=Wong_4671
10,24315021,24462602,id=Mills_5586
10,24555987,24641406,id=Mills_5587
10,25717609,25841108,id=Tuzun_401
10,2644454,3386127,id=Redon_3789
10,2656826,3258263,id=Redon_2842
10,26956233,27077134,id=Mills_5588
10,27095784,27288765,id=Redon_2857
10,27444005,27693821,id=Simon-Sanchez_5416
10,27471949,27570575,id=Mills_5589
10,2808248,2978582,id=Conrad_1477
10,28571159,28617093,id=Conrad_1220
10,28559483,28618279,id=McCarroll_1875
10,29104537,29268515,id=Mills_5590
10,29386733,29738876,id=Wong_4672
10,29699889,30165746,id=Wong_4673
10,29879491,29987841,id=Mills_5591
10,30639003,30936432,id=Wong_4674
10,3122215,3436927,id=Redon_2843
10,32798455,33002294,id=Redon_2858
10,33152016,33625767,id=Wong_4675
10,34954044,35292396,id=Mills_5592
10,36181656,36345975,id=Mills_5593
10,36329678,36675031,id=Wong_4676
10,37105882,37186238,id=Gilling_2039
10,37207023,37849726,id=Redon_3794
10,37793940,38035369,id=Conrad_1221
10,37723571,37956245,id=McCarroll_1876
10,37878626,38099051,id=Redon_2859
10,38080916,38364616,id=Mills_5594
10,38562631,39043166,id=Redon_2860
10,38782073,39333991,id=Redon_3795
10,38824638,39058300,id=Wong_4677
10,38904272,39234292,id=Wong_4678
10,38823096,39140525,id=Wong_4679
10,38965203,39202036,id=Wong_4680
10,3880908,4104320,id=Mills_5573
10,41620304,41824675,id=Conrad_1482
10,41502541,41764843,id=McCarroll_1877
10,41587753,41831572,id=Conrad_1222
10,41701997,41744117,id=Mills_5595
10,41605668,41828501,id=Mills_5596
10,41646707,42017399,id=Wong_4771
10,41606669,41869059,id=Mills_5597
10,41590421,42434219,id=Redon_2861
10,41723852,41983298,id=Conrad_6766
10,41918140,42230307,id=Redon_3796
10,41986646,42392046,id=Sharp_763
10,42196610,42954876,id=Redon_3797
10,42089160,42669315,id=Locke_2152
10,42316458,42773578,id=Redon_2862
10,4174806,4367782,id=Redon_2844
10,4387868,4463758,id=Conrad_1216
10,44193813,44626054,id=Simon-Sanchez_5266
10,45208451,48248639,id=Redon_3798
10,45262041,48180938,id=Redon_2863
10,274589,721257,id=Wong_4664
10,46088101,46382659,id=Wong_4681
10,46104111,46460057,id=Wong_4682
10,46074778,46367474,id=Locke_2154
10,46082444,46520096,id=Wong_4683
10,46331381,46565022,id=McCarroll_1878
10,46386419,47240395,id=Sebat_307
10,46335663,46441873,id=Conrad_1223
10,46338915,46582147,id=McCarroll_1879
10,46391722,46545005,id=Tuzun_402
10,46401271,46741370,id=Iafrate_136
10,46408937,46737406,id=Wong_4684
10,46464493,46898954,id=Wong_4685
10,46906210,47103394,id=Simon-Sanchez_5267
10,46859294,47149828,id=Wong_4687
10,46836071,47353098,id=Wong_4688
10,47004359,47276578,id=Locke_2153
10,46983080,47260485,id=Sharp_764
10,46887878,47331059,id=Wong_4689
10,47048552,47123967,id=Conrad_1224
10,47145261,47295178,id=McCarroll_1880
10,46973865,47299373,id=Conrad_1483
10,47685180,48096625,id=Wong_4690
10,48051666,49171799,id=Redon_3799
10,48198010,48706574,id=Wong_4691
10,48723638,49060413,id=Locke_2155
10,48739209,49071610,id=Wong_4692
10,48807687,49079968,id=Conrad_1225
10,48795697,49263473,id=Wong_4693
10,50571697,51767511,id=Redon_3800
10,51005361,51292553,id=Wong_4686
10,51798987,52149359,id=Locke_2156
10,52636088,52840055,id=Redon_2864
10,52954422,53161915,id=Redon_2865
10,54295751,54487333,id=Mills_5598
10,54705984,54911520,id=Redon_2866
10,54936588,55302477,id=Redon_2867
10,54991533,55372720,id=Redon_3801
10,54905202,55141076,id=McCarroll_1881
10,54920066,55178194,id=Conrad_1226
10,54980612,55134742,id=Conrad_1227
10,5349316,5836594,id=Redon_2845
10,56026891,56385012,id=Redon_3802
10,56003672,56339567,id=Redon_2868
10,56440768,56790315,id=Redon_3803
10,5624131,5867124,id=Redon_3790
10,56653720,56858844,id=Redon_2869
10,56756684,57135410,id=Redon_2870
10,57577303,57842777,id=Wong_4694
10,57537987,57860687,id=Mills_5599
